sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
"Mr Alibek said: ""Our outcomes are very encouraging."	"""Our outcomes are very encouraging,"" George Mason researcher Ken Alibek said."	[2, 3, 5, 6, 7, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['Mr', 'Alibek', 'said', ':', '``', 'Our', 'outcomes', 'are', 'very', 'encouraging', '.']	"['``', 'Our', 'outcomes', 'are', 'very', 'encouraging', ',', ""''"", 'George', 'Mason', 'researcher', 'Ken', 'Alibek', 'said', '.\n']"	662b65b7b4c44395b8fb26e2325b082e
"A spokesman said: ""Since November, we have co-operated fully with the police."	"It added it had ""co-operated fully"" with police since November."	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['A', 'spokesman', 'said', ':', '``', 'Since', 'November', ',', 'we', 'have', 'co-operated', 'fully', 'with', 'the', 'police', '.']	"['It', 'added', 'it', 'had', '``', 'co-operated', 'fully', ""''"", 'with', 'police', 'since', 'November', '.\n']"	f148093c1c5f4b759bf55e009fa22c6e
The traditional Mediterranean diet puts the emphasis on vegetables, legumes, fruits, nuts, cereals and olive oil.	The traditional Mediterranean diet contains many components, including a high intake of fruits and vegetables, nuts and cereals, and olive oil.	[2, 4, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 2, 2, 2, 2, 7, 4, 7, 7, 4, 0, 4, 4, 4, 6, 6, 6, 6]	[7, 7, 7, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]	['The', 'traditional', 'Mediterranean', 'diet', 'puts', 'the', 'emphasis', 'on', 'vegetables', ',', 'legumes', ',', 'fruits', ',', 'nuts', ',', 'cereals', 'and', 'olive', 'oil', '.']	['The', 'traditional', 'Mediterranean', 'diet', 'contains', 'many', 'components', ',', 'including', 'a', 'high', 'intake', 'of', 'fruits', 'and', 'vegetables', ',', 'nuts', 'and', 'cereals', ',', 'and', 'olive', 'oil', '.\n']	0a2410dc5d8640a59dc62ad2773518db
She and her husband left behind two sons: Robert, who was six, and Michael, who was 10.	The couple left behind two boys, Robert, 6, and Michael, 10.	[2, 4, 5, 6, 0, 0, 0]	[2, 2, 2, 2, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6]	[2, 2, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6]	['She', 'and', 'her', 'husband', 'left', 'behind', 'two', 'sons', ':', 'Robert', ',', 'who', 'was', 'six', ',', 'and', 'Michael', ',', 'who', 'was', '10', '.']	['The', 'couple', 'left', 'behind', 'two', 'boys', ',', 'Robert', ',', '6', ',', 'and', 'Michael', ',', '10', '.\n']	2279fa77c8e74a83b9820a4ef1f4d8b9
Ultimately, she will earn more than the $900,000 that Kenny Perry got for winning the PGA Tour event.	But she'll earn more than the $900000 (about R7.5-million) Kenny Perry got for winning.	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 5, 5, 7, 7, 7, 7, 7, 2, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 5, 5, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Ultimately', ',', 'she', 'will', 'earn', 'more', 'than', 'the', '$', '900,000', 'that', 'Kenny', 'Perry', 'got', 'for', 'winning', 'the', 'PGA', 'Tour', 'event', '.']	"['But', 'she', ""'ll"", 'earn', 'more', 'than', 'the', '$', '900000', '(', 'about', 'R7.5-million', ')', 'Kenny', 'Perry', 'got', 'for', 'winning', '.\n']"	4b91915a89954deba68a5d385a31bff2
The rapper's lawyer, Mark Gann, didn't return calls for comment.	The 27-year-old rapper's attorney in the civil matter, Mark Gann, did not return calls for comment.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 2, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7]	[0, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0]	"['The', 'rapper', ""'s"", 'lawyer', ',', 'Mark', 'Gann', ',', 'did', ""n't"", 'return', 'calls', 'for', 'comment', '.']"	"['The', '27-year-old', 'rapper', ""'s"", 'attorney', 'in', 'the', 'civil', 'matter', ',', 'Mark', 'Gann', ',', 'did', 'not', 'return', 'calls', 'for', 'comment', '.\n']"	316e163f7253423e9f138e9bd4d82eb1
That triggered a 47-hour police standoff that inconvenienced thousands of commuters, as traffic backed up in Downtown Washington and northern Virginia.	His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia.	[2, 3, 6, 7, 0, 0, 0]	[2, 2, 6, 6, 3, 3, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 2, 6, 6, 6, 6, 6]	[2, 2, 2, 2, 6, 6, 3, 3, 3, 6, 7, 7, 7, 7, 6, 2, 6, 6, 6, 6, 6]	['That', 'triggered', 'a', '47-hour', 'police', 'standoff', 'that', 'inconvenienced', 'thousands', 'of', 'commuters', ',', 'as', 'traffic', 'backed', 'up', 'in', 'Downtown', 'Washington', 'and', 'northern', 'Virginia', '.']	['His', 'protest', 'led', 'to', 'a', '47-hour', 'standoff', 'with', 'police', 'that', 'caused', 'huge', 'traffic', 'jams', 'in', 'downtown', 'Washington', 'and', 'northern', 'Virginia', '.\n']	84417c924e984faba322f647fb88c5de
The news service reports wages among all nongovernment workers rose an average 2.7 percent from July 2002 through June 2003, according to the Bureau of Labor Statistics.	According to the Bureau of Labor Statistics, wages among all nongovernment workers rose an average 2.7 percent from July 2002 through June 2003.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'news', 'service', 'reports', 'wages', 'among', 'all', 'nongovernment', 'workers', 'rose', 'an', 'average', '2.7', 'percent', 'from', 'July', '2002', 'through', 'June', '2003', ',', 'according', 'to', 'the', 'Bureau', 'of', 'Labor', 'Statistics', '.']	['According', 'to', 'the', 'Bureau', 'of', 'Labor', 'Statistics', ',', 'wages', 'among', 'all', 'nongovernment', 'workers', 'rose', 'an', 'average', '2.7', 'percent', 'from', 'July', '2002', 'through', 'June', '2003', '.\n']	85afd24ac22d49ac9c0b727f39ecf34a
The unemployment rate inched up one-tenth of a percentage point from April's 6 percent to its highest since July 1994.	The unemployment rate rose a tenth of a percentage point to 6.1%, the highest level since July 1994.	[2, 3, 4, 6, 0, 0, 0]	[6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6]	[6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6]	"['The', 'unemployment', 'rate', 'inched', 'up', 'one-tenth', 'of', 'a', 'percentage', 'point', 'from', 'April', ""'s"", '6', 'percent', 'to', 'its', 'highest', 'since', 'July', '1994', '.']"	['The', 'unemployment', 'rate', 'rose', 'a', 'tenth', 'of', 'a', 'percentage', 'point', 'to', '6.1', '%', ',', 'the', 'highest', 'level', 'since', 'July', '1994', '.\n']	150124dce6be45cda0eac768e56e8526
"""She was very affectionate with them,"" said Blossom Medley, who also looked after the children."	"""She loved them so much,"" added Blossom Medley, who also looked after Johnson's foster kids."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 2, 2, 2, 0, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 0, 2, 7]	[0, 0, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 2, 0]	"['``', 'She', 'was', 'very', 'affectionate', 'with', 'them', ',', ""''"", 'said', 'Blossom', 'Medley', ',', 'who', 'also', 'looked', 'after', 'the', 'children', '.']"	"['``', 'She', 'loved', 'them', 'so', 'much', ',', ""''"", 'added', 'Blossom', 'Medley', ',', 'who', 'also', 'looked', 'after', 'Johnson', ""'s"", 'foster', 'kids', '.\n']"	8704ccf24fdf424a8b565ecc27b4292e
By March 2003, 67 percent of broadband users connected using cable modems, compared with 28 percent using DSL.	In March 2002, 63 percent of home broadband users connected via cable modem; 34 percent used a DSL service.	[1, 2, 3, 4, 6, 7, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]	['By', 'March', '2003', ',', '67', 'percent', 'of', 'broadband', 'users', 'connected', 'using', 'cable', 'modems', ',', 'compared', 'with', '28', 'percent', 'using', 'DSL', '.']	['In', 'March', '2002', ',', '63', 'percent', 'of', 'home', 'broadband', 'users', 'connected', 'via', 'cable', 'modem', ';', '34', 'percent', 'used', 'a', 'DSL', 'service', '.\n']	4797efbe6b8f47d08b2b1f25059abcca
"""Australians are very upset and angry by what took place . . . upset because innocent people lost their lives,"" he said."	"Asked how his nation felt, he replied: ""Australians are very upset and angry by what took place . . . upset because innocent people lost their lives."""	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['``', 'Australians', 'are', 'very', 'upset', 'and', 'angry', 'by', 'what', 'took', 'place', '.', '.', '.', 'upset', 'because', 'innocent', 'people', 'lost', 'their', 'lives', ',', ""''"", 'he', 'said', '.']"	"['Asked', 'how', 'his', 'nation', 'felt', ',', 'he', 'replied', ':', '``', 'Australians', 'are', 'very', 'upset', 'and', 'angry', 'by', 'what', 'took', 'place', '.', '.', '.', 'upset', 'because', 'innocent', 'people', 'lost', 'their', 'lives', '.', ""''\n""]"	3b8d858e1a374854b371885bc839e70d
From Justin to Kelly, a romance starring American Idol winner Kelly Clarkson and runnerup Justin Guarini, opened at No. 11 with $2.9-million.	"""From Justin to Kelly,"" a romance starring ""American Idol"" winner Kelly Clarkson and runner-up Justin Guarini, bombed with just $2.9 million, opening at No. 11."	[2, 4, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 7, 7, 7, 7, 5, 5, 7, 7, 7, 7, 2, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 7]	[5, 5, 5, 5, 5, 6, 5, 6, 6, 6, 0, 6, 6, 0, 6, 6, 6, 6, 2, 6, 6, 6, 4, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6]	['From', 'Justin', 'to', 'Kelly', ',', 'a', 'romance', 'starring', 'American', 'Idol', 'winner', 'Kelly', 'Clarkson', 'and', 'runnerup', 'Justin', 'Guarini', ',', 'opened', 'at', 'No', '.', '11', 'with', '$', '2.9-million', '.']	"['``', 'From', 'Justin', 'to', 'Kelly', ',', ""''"", 'a', 'romance', 'starring', '``', 'American', 'Idol', ""''"", 'winner', 'Kelly', 'Clarkson', 'and', 'runner-up', 'Justin', 'Guarini', ',', 'bombed', 'with', 'just', '$', '2.9', 'million', ',', 'opening', 'at', 'No', '.', '11', '.\n']"	d18a03bc48b44246a2059297ccaf4e7e
Veritas will also expand its storage resource management (SRM) suite with the Precise StorageCentral software, focused on file and quota management in Windows environments.	The first product, StorageCentral, is entry-level storage resource management (SRM) software focused on file and quota management in Windows environments.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 3, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Veritas', 'will', 'also', 'expand', 'its', 'storage', 'resource', 'management', '(', 'SRM', ')', 'suite', 'with', 'the', 'Precise', 'StorageCentral', 'software', ',', 'focused', 'on', 'file', 'and', 'quota', 'management', 'in', 'Windows', 'environments', '.']	['The', 'first', 'product', ',', 'StorageCentral', ',', 'is', 'entry-level', 'storage', 'resource', 'management', '(', 'SRM', ')', 'software', 'focused', 'on', 'file', 'and', 'quota', 'management', 'in', 'Windows', 'environments', '.\n']	4c28c97730c24bb89d7f62f93e66ec9a
The new servers will run either Linux or the x86 version of Solaris, he said.	The servers can run Solaris x86 operating system or the standard Linux operating system.	[1, 2, 3, 6, 7, 0, 0]	[0, 7, 0, 1, 1, 0, 7, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0]	[7, 7, 1, 1, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7]	['The', 'new', 'servers', 'will', 'run', 'either', 'Linux', 'or', 'the', 'x86', 'version', 'of', 'Solaris', ',', 'he', 'said', '.']	['The', 'servers', 'can', 'run', 'Solaris', 'x86', 'operating', 'system', 'or', 'the', 'standard', 'Linux', 'operating', 'system', '.\n']	e61e2c83b9a84df7a07ca70cb4997c0e
A few miles further east is Tehuacan, where corn may first have been domesticated 4,000 years ago.	A few miles west are the pyramids of Teotihuacan, where corn may first have been domesticated 4,000 years ago.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 7, 0, 0, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 7, 7, 6, 0, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['A', 'few', 'miles', 'further', 'east', 'is', 'Tehuacan', ',', 'where', 'corn', 'may', 'first', 'have', 'been', 'domesticated', '4,000', 'years', 'ago', '.']	['A', 'few', 'miles', 'west', 'are', 'the', 'pyramids', 'of', 'Teotihuacan', ',', 'where', 'corn', 'may', 'first', 'have', 'been', 'domesticated', '4,000', 'years', 'ago', '.\n']	cbe9e6c30bd94e0293aaf12fdc1b28a8
Hundreds of people have signed petitions calling for Dr Kelly's resignation for his handling of allegedly sexually abusive priests.	Hundreds of people have signed petitions calling for Archbishop Thomas Kelly's resignation for his handling of the crisis.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 6, 6, 7]	"['Hundreds', 'of', 'people', 'have', 'signed', 'petitions', 'calling', 'for', 'Dr', 'Kelly', ""'s"", 'resignation', 'for', 'his', 'handling', 'of', 'allegedly', 'sexually', 'abusive', 'priests', '.']"	"['Hundreds', 'of', 'people', 'have', 'signed', 'petitions', 'calling', 'for', 'Archbishop', 'Thomas', 'Kelly', ""'s"", 'resignation', 'for', 'his', 'handling', 'of', 'the', 'crisis', '.\n']"	98b16ca1de124f5ea3a2e122494ec13f
Both devices implement the v1.2 standard's eSCO facility to provide the basis for new cordless telephony applications.	BlueCore3 also implements v1.2's eSCO facility to provide the basis for advanced cordless telephony applications for Bluetooth transmission.	[1, 2, 3, 6, 7, 0, 0]	[7, 7, 1, 3, 3, 7, 3, 3, 3, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7]	[0, 7, 1, 3, 3, 3, 3, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7]	"['Both', 'devices', 'implement', 'the', 'v1.2', 'standard', ""'s"", 'eSCO', 'facility', 'to', 'provide', 'the', 'basis', 'for', 'new', 'cordless', 'telephony', 'applications', '.']"	"['BlueCore3', 'also', 'implements', 'v1.2', ""'s"", 'eSCO', 'facility', 'to', 'provide', 'the', 'basis', 'for', 'advanced', 'cordless', 'telephony', 'applications', 'for', 'Bluetooth', 'transmission', '.\n']"	c00bdda46c5f4be89701398a18898dbb
The first time was in 1999, when Bashir replaced the former leader of JI, Abdullah Sungkar, who had died.	The first time in 1999 was when Bashir replaced JI's former leader, Abdullah Sungkar, who had died.	[3, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 7, 7, 0, 6, 6, 6, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 7, 7, 6, 6, 6, 6, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'first', 'time', 'was', 'in', '1999', ',', 'when', 'Bashir', 'replaced', 'the', 'former', 'leader', 'of', 'JI', ',', 'Abdullah', 'Sungkar', ',', 'who', 'had', 'died', '.']	"['The', 'first', 'time', 'in', '1999', 'was', 'when', 'Bashir', 'replaced', 'JI', ""'s"", 'former', 'leader', ',', 'Abdullah', 'Sungkar', ',', 'who', 'had', 'died', '.\n']"	a0210b7fe67f47f5b9e3fc0c1409bbca
Former roommate and teammate Carlton Dotson, 21, was arrested and charged with murder July 21 after reportedly telling authorities he shot Dennehy after Dennehy tried to shoot him.	Dotson, 21, was arrested and charged on July 21 after reportedly telling authorities he shot Dennehy after Dennehy tried to shoot him.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 7, 7, 7, 7, 7, 7, 7, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Former', 'roommate', 'and', 'teammate', 'Carlton', 'Dotson', ',', '21', ',', 'was', 'arrested', 'and', 'charged', 'with', 'murder', 'July', '21', 'after', 'reportedly', 'telling', 'authorities', 'he', 'shot', 'Dennehy', 'after', 'Dennehy', 'tried', 'to', 'shoot', 'him', '.']	['Dotson', ',', '21', ',', 'was', 'arrested', 'and', 'charged', 'on', 'July', '21', 'after', 'reportedly', 'telling', 'authorities', 'he', 'shot', 'Dennehy', 'after', 'Dennehy', 'tried', 'to', 'shoot', 'him', '.\n']	9018237eb7884508be7845aba1508f60
Three other fires in or near the park were contained on Wednesday.	Two fires inside the park and one just outside the park were contained Wednesday afternoon.	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 7, 6]	['Three', 'other', 'fires', 'in', 'or', 'near', 'the', 'park', 'were', 'contained', 'on', 'Wednesday', '.']	['Two', 'fires', 'inside', 'the', 'park', 'and', 'one', 'just', 'outside', 'the', 'park', 'were', 'contained', 'Wednesday', 'afternoon', '.\n']	9e9ddb941cf14e0cbcadaac14f4607d1
The Vatican devised a mini-lift to allow the pope to get on and off helicopters.	The Vatican has devised a mini-lift to allow John Paul to board and descend from the helicopter without tackling stairs.	[1, 2, 3, 6, 7, 0, 0]	[7, 7, 1, 7, 7, 7, 7, 2, 2, 0, 2, 2, 2, 2, 1, 7]	[0, 0, 1, 1, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2, 2, 3, 1, 7, 7, 7, 0]	['The', 'Vatican', 'devised', 'a', 'mini-lift', 'to', 'allow', 'the', 'pope', 'to', 'get', 'on', 'and', 'off', 'helicopters', '.']	['The', 'Vatican', 'has', 'devised', 'a', 'mini-lift', 'to', 'allow', 'John', 'Paul', 'to', 'board', 'and', 'descend', 'from', 'the', 'helicopter', 'without', 'tackling', 'stairs', '.\n']	3b2a747c2eb44b40854c2aeba58e221f
"Mr. Suen said this evening, after the ruling, that Hong Kong's cabinet would meet ""very soon"" to decide whether to resume construction."	"Michael Suen, the secretary for housing, planning and lands, said after the ruling that Hong Kong's cabinet would meet ""very soon"" to decide whether to resume construction."	[2, 3, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['Mr.', 'Suen', 'said', 'this', 'evening', ',', 'after', 'the', 'ruling', ',', 'that', 'Hong', 'Kong', ""'s"", 'cabinet', 'would', 'meet', '``', 'very', 'soon', ""''"", 'to', 'decide', 'whether', 'to', 'resume', 'construction', '.']"	"['Michael', 'Suen', ',', 'the', 'secretary', 'for', 'housing', ',', 'planning', 'and', 'lands', ',', 'said', 'after', 'the', 'ruling', 'that', 'Hong', 'Kong', ""'s"", 'cabinet', 'would', 'meet', '``', 'very', 'soon', ""''"", 'to', 'decide', 'whether', 'to', 'resume', 'construction', '.\n']"	c0eaae10989b4b9f92202d0705e4b129
Geraldine Andrews, the pastor's daughter-in-law, said Robinson recently took her daughter out of a mental health facility.	Geraldine Andrews, Reynolds' daughter-in-law and a friend of Wilson's family, said Robinson had recently taken Wilson out of a mental health facility.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 2, 2, 0, 7, 7, 7, 7, 7, 1, 2, 2, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 2, 0, 0, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]	"['Geraldine', 'Andrews', ',', 'the', 'pastor', ""'s"", 'daughter-in-law', ',', 'said', 'Robinson', 'recently', 'took', 'her', 'daughter', 'out', 'of', 'a', 'mental', 'health', 'facility', '.']"	"['Geraldine', 'Andrews', ',', 'Reynolds', ""'"", 'daughter-in-law', 'and', 'a', 'friend', 'of', 'Wilson', ""'s"", 'family', ',', 'said', 'Robinson', 'had', 'recently', 'taken', 'Wilson', 'out', 'of', 'a', 'mental', 'health', 'facility', '.\n']"	6f47451faf3f45de82247f78cad41990
Some psychiatrists, Dr. Lieberman among them, noted that other studies of S.S.R.I.'s in children had also failed to find large differences in effectiveness between the drugs and placebos.	Lieberman and other psychiatrists noted that other studies of SSRIs in children also have failed to find large differences in effectiveness between the drugs and placebos.	[1, 2, 5, 6, 7, 0, 0]	[5, 5, 5, 7, 5, 5, 5, 5, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 5, 5, 5, 7, 7, 7, 7, 7, 2, 7, 7, 7, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Some', 'psychiatrists', ',', 'Dr.', 'Lieberman', 'among', 'them', ',', 'noted', 'that', 'other', 'studies', 'of', 'S.S.R.I', '.', ""'s"", 'in', 'children', 'had', 'also', 'failed', 'to', 'find', 'large', 'differences', 'in', 'effectiveness', 'between', 'the', 'drugs', 'and', 'placebos', '.']"	['Lieberman', 'and', 'other', 'psychiatrists', 'noted', 'that', 'other', 'studies', 'of', 'SSRIs', 'in', 'children', 'also', 'have', 'failed', 'to', 'find', 'large', 'differences', 'in', 'effectiveness', 'between', 'the', 'drugs', 'and', 'placebos', '.\n']	e7368ede055442baa7316164c9d220c0
The CWA, which represents more than 2,300 Comcast employees, called that excessive when a typical union employee makes about $27,000 a year.	The Communications Workers Union, which represents more than 2,300 Comcast employees, called the executive pay package excessive when a typical union employee makes about $27,000 annually.	[2, 6, 0, 0, 0, 0, 0]	[6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 6]	[6, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6]	['The', 'CWA', ',', 'which', 'represents', 'more', 'than', '2,300', 'Comcast', 'employees', ',', 'called', 'that', 'excessive', 'when', 'a', 'typical', 'union', 'employee', 'makes', 'about', '$', '27,000', 'a', 'year', '.']	['The', 'Communications', 'Workers', 'Union', ',', 'which', 'represents', 'more', 'than', '2,300', 'Comcast', 'employees', ',', 'called', 'the', 'executive', 'pay', 'package', 'excessive', 'when', 'a', 'typical', 'union', 'employee', 'makes', 'about', '$', '27,000', 'annually', '.\n']	1802c995c2b74d538bcd1e55cc6fbc59
"In Montana, tensions were high yesterday morning as officials prepared for what one official called an ""ugly"" forecast: more dry lightning and windstorms."	In Montana, tension was high Friday morning as officials prepared for what one official called an ``ugly'' forecast: more dry lightning and wind storms.	[1, 2, 5, 6, 0, 0, 0]	[6, 6, 6, 1, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 2, 6]	[6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 2, 2, 6]	"['In', 'Montana', ',', 'tensions', 'were', 'high', 'yesterday', 'morning', 'as', 'officials', 'prepared', 'for', 'what', 'one', 'official', 'called', 'an', '``', 'ugly', ""''"", 'forecast', ':', 'more', 'dry', 'lightning', 'and', 'windstorms', '.']"	"['In', 'Montana', ',', 'tension', 'was', 'high', 'Friday', 'morning', 'as', 'officials', 'prepared', 'for', 'what', 'one', 'official', 'called', 'an', '``', 'ugly', ""''"", 'forecast', ':', 'more', 'dry', 'lightning', 'and', 'wind', 'storms', '.\n']"	7233ced2ba674447a33f61f981ca053c
British Airways' New York-to-London runs will end in October.	British Airways plans to retire its seven Concordes at the end of October.	[3, 6, 7, 0, 0, 0, 0]	[7, 7, 6, 6, 6, 6, 3, 3, 0, 7, 7]	[6, 6, 3, 3, 3, 0, 0, 0, 0, 7, 7, 7, 6, 6]	"['British', 'Airways', ""'"", 'New', 'York-to-London', 'runs', 'will', 'end', 'in', 'October', '.']"	['British', 'Airways', 'plans', 'to', 'retire', 'its', 'seven', 'Concordes', 'at', 'the', 'end', 'of', 'October', '.\n']	5523fd1325d84953aa63e62711bb6fe3
After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video.	Since posting a $3 million bond, Jackson has been keeping a low profile in Las Vegas, where he had been filming a music video.	[2, 3, 6, 7, 0, 0, 0]	[2, 7, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7]	[2, 7, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7]	['After', 'posting', '$', '3', 'million', 'bail', ',', 'Jackson', 'flew', 'to', 'Las', 'Vegas', ',', 'where', 'he', 'had', 'been', 'working', 'on', 'a', 'video', '.']	['Since', 'posting', 'a', '$', '3', 'million', 'bond', ',', 'Jackson', 'has', 'been', 'keeping', 'a', 'low', 'profile', 'in', 'Las', 'Vegas', ',', 'where', 'he', 'had', 'been', 'filming', 'a', 'music', 'video', '.\n']	4fd507d896af40d088ee70e39b5e152b
