id	sentence1	sentence2	similarity
d1136d44-9041-496b-afa1-882c3b06b402	A child in a blue and white team uniform chasing a soccer ball.	A young boy in a blue soccer uniform chasing a ball.	4.0
9128dd06-131c-458f-a9f7-36796d909bc9	Ships Train for Syrian Chemical Weapons Transport	Syria Loads Chemical Weapons into Bombs, Awaiting Assad Order	2.6
a9f564f7-e897-476f-8559-b4d7bd5963a7	Indian troops kill Pakistani soldier along Kashmir line of control	Indian troops raid Pakistani military post	1.2
834c9693-d8f6-41d2-a463-2ea8a4667006	A girl dancing on a sandy beach.	A girl is on a sandy beach.	3.6
a2296aa8-a519-40db-80be-9c49f5146a3f	Yes, there is a reason for it.	Yes, that is exactly what it means.	1.0
75f6b0a4-55f1-4a5e-b5a7-8b4bcc429bf4	Malaysia's long-ruling coalition hangs on to power	Malaysia's ruling coalition wins majority	3.8
8b559b9d-1f3a-4969-bec0-cea8f5d8e5df	The child would like to swim.	The children want to swim.	3.8
8a3dbb28-e177-4c04-aa05-bf89e64fcaae	Details of Aung San Suu Kyi's visit to Ireland	Rapturous welcome for Aung San Suu Kyi's historic trip	3.4
9dca7024-15af-418f-a4f3-597dda7bdcb7	The e-mails - Oil firm asked trader about meeting with minister	Oil firm asked rogue trader about meeting with minister	4.2
ea0254b4-7950-4a45-b3e7-8b7bbfb8123f	A man is playing guitar.	A man is draining pasta.	0.4
00b51342-582b-4915-8721-8d640b1e524a	A band is performing on a stage.	A band is playing and singing on a stage.	4.5
77eaa238-96c8-46fd-a3a5-b5cf53323578	It depends on what you want to do next, and where you want to do it.	You need to pick how and where you want to place your foot and do it.	1.0
3f65ba37-d104-4998-ba52-b693203359b9	Coty launches $10 billion bid for rival Avon	Coty bids $10 billion for Avon	4.6
8da33832-8b6d-4cfc-8145-c61a92712d5e	Plane in mid-flight at sunset.	A plane flying near the sunset.	3.8
971493fe-c532-4f5d-865b-fdcdef66af69	Palestinian hunger striker, Israel reach deal	Palestinian activist detained in Israeli raid	1.2
391832a7-db56-4bc0-bfbc-9085ccbfa476	Dirt can mean pretty much anything, from good to poor quality soil.	Use coco peat - It's an organic soil derived from coconut husks for garden vegetables and plants which is Eco-friendly.	1.0
3220ad95-9b80-4e87-a8f7-518c14f7c808	A man plays the piano.	A man is playing a piano.	5.0
abb1835c-c2f8-4dfe-85c6-f7f419bfebba	Several swimmers jump into the water.	Swimmers are racing in a lake.	1.75
b63d7f61-9632-4f38-b339-67f99c0f0d02	They can be out of level by a bit, but flat is important.	Yes, although they can be a bit sour.	0.0
b2271809-c7af-469f-b469-be2beb291277	Egypt braces for 'Friday of anger' after carnage	Egypt braces for Friday of anger after bloody crackdown	4.0
17e03f82-6d40-47ab-88ff-7b103f5614b8	Pakistani Taliban chief Hakimullah Mehsud killed in drone strike	Pakistani Taliban 'elect new chief', vow 'unprecedented' revenge	1.2
479af324-e2fe-4df0-b714-25fdc2bf48d1	Detroit eligible for bankruptcy protection: U.S. judge	Detroit eligible for bankruptcy protection	4.6
1d8d5220-d78f-4f64-b175-a0b6e8fff90d	Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday, as did Mills.	Mr. Mills declined to comment yesterday, saying that he never discussed personnel matters.	3.0
e381c780-1411-455d-b99e-641194762908	A woman is seasoning a piece of meat.	A man is loading a rifle with bullets.	0.0
db3d9555-89b4-44f3-8327-9dccb14ff236	Spain jobless rate hits new high	Spain's jobless claims hit new high	4.2
0c92cc47-8d97-4842-a089-a65f68963adb	Captain of sunken South Korean ferry arrested	Captain of capsized S Korean Ferry Arrested	4.0
cc0a0692-b7d0-4506-88ca-1ec7304752cb	You can write the book in any way you choose, as long as it works for you.	Sequence a only in writing (sometimes you have to go back and revise) option the not writer has is.	1.2
6537ad42-bd8b-478b-9ad3-f9e73bb1aa07	Red Cross workers released in Ukraine	Red Cross members kidnapped in Syria	0.8
8484348f-7d23-4262-b605-4cb892044cb4	A group of people stand in the sand looking out at the water.	A group of people are standing on the beach in front of some boats.	3.2
ce971236-b10c-4624-82b7-1e88b2c3ccc0	Gartner analysts said that businesses are not yet feeling confident enough to upgrade corporate PCs.	What's more, companies are not feeling confident enough to replace older PCs, the analyst firm said.	3.5
11205512-5e7e-4a9e-9d19-fb9c55216a88	Severe Gales As Storm Clodagh Hits Britain	Merkel pledges NATO solidarity with Latvia	0.0
270e277c-b49c-4353-a95c-82313f2e78b0	Toronto yesterday had 64 probable cases of SARS and nine suspect cases.	As of Wednesday, there were 65 probable SARS cases in the Toronto region.	3.25
7b7b66a0-8a96-4a85-afd7-2caa104b3381	A man is playing a piano.	A man is playing a flute.	2.0
06583e93-e0af-4a13-8a1e-ffd99dd88a62	A motorcyclist crashes on his motorcycle.	A person crashes on a motorcycle.	4.2
203410d4-c2d6-44a7-861a-c341e0578c03	A cat is playing with a watermelon on a floor.	A man is pouring oil into a pan.	0.0
648fb8e2-45b2-4f6a-bf0a-ddc45e18fff5	Three men are playing chess.	Two men are playing chess.	2.6
5bb96e65-dcaa-4f7c-a2cf-23cd860f07a7	Miami Heat wins NBA Finals	Miami Heat clinches NBA Championship	5.0
a5e6d9c8-8a1b-4b98-be7c-b81db871f2ce	A woman is peeling an orange.	A woman cuts off a small piece of lemon rind.	1.8
3e65a0a0-4e31-48e9-9883-9478a0cfff06	A baby is crawling happily.	A baby sneezed and scared another baby.	1.2
abedf86c-0668-42ec-9d59-294d0e74c4f9	A man riding on the back of an orange SUV.	an African man hanging onto the back of a very full yellow van.	1.8
a6182416-85d0-4ee1-a5ef-934f70bccba2	Some men are fighting.	Two men are fighting.	4.25
363663fe-9722-47cd-9405-37714aa69b26	Cristiano Ronaldo hat-trick fires Portugal to 2014 World Cup finals	Ronaldo hat-trick fires Portugal to World Cup	4.8
08f5a1c8-9144-4961-a2f8-1fafde50c753	The man sang on stage into the microphone.	A man in a suit is standing at a microphone and singing.	3.5
187c1086-fec9-47ef-b9d9-db0bad972b57	Their contract will expire at 12:01 a.m. Wednesday instead of 12:01 a.m. Sunday, said Rian Wathen, organizing director for United Food and Commercial Workers Local 700.	"""It has outraged the membership,"" said Rian Wathen, organizing director of United Food and Commercial Workers Local 700."	2.5
e7b750ca-8fa8-420a-b05d-dd9bfbcd7ad8	Barack Obama admits US has 'more nuclear weapons than we need'	French gunman wants to 'die with weapons in hands'	0.4
b8fa7343-f86a-4954-899e-4f5e1c07665f	The seagull is floating on the water.	A little bird floating in the water.	3.6
ccb168fa-39c9-4cfa-9a0d-7899709d2004	He gave a surprisingly impassioned speech to the United Steelworkers of America, who announced their endorsement yesterday.	On Tuesday, he picked up the endorsement of the United Steelworkers of America.	2.25
2cfc2f3a-9569-4056-a2bd-06aadc7b4d03	A man puts some cheese on a pizza.	The man sprinkled cheese on the pizza.	5.0
9e2dbf16-7d06-4eec-b93a-bf23903abc90	Sly Stallone's Sone Sage Found Dead in LA	Sylvester Stallone's Son Found Dead At Home	4.2
85f1005e-9506-40dd-afd7-db91f8a7f223	The girl has a driver's license	A man has a driver's license.	2.6
cc86a558-d406-42c9-bedd-50d3def918a3	A girl in riding gear sits atop a brown horse.	A girl in a red shirt is riding a brown horse.	4.0
da80eba5-4078-44f8-ab25-591efc95189b	Tisha Kresler, a spokeswoman for Global Crossing, declined to comment.	A Global Crossing representative had no immediate comment.	3.6
74f2f588-e8d9-4b5b-8419-328a6f2b7cad	6 czech hospital employees are charged with human organ trafficking.	the accused will be charged with international drug trafficking.	0.8
09449d7a-0d0d-40ba-acdd-dcadcc729d05	The Chelsea defender Marcel Desailly has been the latest to speak out.	Marcel Desailly, the France captain and Chelsea defender, believes the latter is true.	2.25
9fb94a88-fa54-4eed-bff3-20e0b662fe9e	It wouldn't stop joke marriages.	And I don't fight for marriage.	1.2
e0680a48-010a-46e0-925b-887d5092b754	restraining extremist groups is becoming increasingly difficult because of how the groups are financed.	bruguiere stated-- restraining extremist groups particularly across europe was becoming increasingly difficult because of how the groups are financed.	3.8
17a1f210-13be-458f-921e-c1f07ee394c0	Syrian envoy to Cyprus defects to Qatar	Syria deploys more troops despite peace deal	0.8
80507f05-9cb2-4b1c-a230-e782d0ec38be	LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force.	The rebels are also calling for the deployment of a U.S.-led peacekeeping force.	3.0
06ffec24-400c-48ec-87e9-a13621307f2a	That exploit works on unpatched Windows 2000 machines with Service Pack 3 and 4.	Both Counterpane and iDefense contend that the exploit works effectively against Windows 2000 systems running Service Pack 3 and 4.	3.0
b88f6afe-ae0f-4f43-94bd-91baed538699	He will be paid $395,000 per year, up from Atkinson's current salary of $361,400.	Dynes will be paid $395,000 a year; Atkinson's salary is $361,400.	4.0
933a6eba-4e24-4eef-9f9f-5c1c51e32ada	Greece reaches agreement with troika, bailout tranche expected within days	Debt inspectors reach agreement with Greece	3.0
eb7f3964-b3bf-49fc-a4d6-cc4b4fb51a31	A blue and white soccer team playing against each other.	A topless woman with her face painted is covered in mud.	0.0
ea205be8-41f5-4a9a-9ab4-6fde8bf0d772	A smiling man and a baby girl posing for photo.	A smiling man holds a small child wearing pink and red.	3.2
9921effd-4d9c-4267-b65d-c663af6f2294	Higher than  per cent but not very high.	Lower than  per cent but not very low.	1.0
c3fac285-a753-4ce9-817d-bfdc37cdb390	With the power back on, state workers headed back to their jobs Friday morning.	Pataki said if power was restored, state workers would be back on the job Friday morning.	2.6
a3661bbb-41a0-4cb2-bc86-44bcd43c6401	From what I understand this is what you can do :	Can you do this?	2.0
7f003b2d-cf83-4981-9e42-fc78fa3ddd5c	A large cruise ship in harbor with trees behind.	A cruise ship docked at a coast.	3.4
e264edc0-ed80-463f-b0ec-a18379a8fad0	russia would not immediately increase military strength along russian borders.	russia would not hesitate to increase military strength along russian borders if the need arises.	2.0
331d5e62-d86d-4661-8884-e346561dbcff	6.6 quake rocks Indonesia's Papua: USGS	6.6 quake rocks Indonesia's Papua: US Geological Survey	4.8
6152be6b-4d4b-479c-a93e-a194f5f2502d	The brown and white cows are eating in the trough.	Brown and white cows are eating from a trough.	4.8
3bed3c72-82b7-4034-82b2-4975a1446952	"He playfully chided the Senate's ""little bitty tax relief plan."""	We don't need a little bitty tax relief plan.	3.5
6513e33f-18a1-4565-b833-5f02f0d99612	billion . Everyone in the world at Mexico's current prosperity level.	"Everyone in the world at the current ""prosperity"" level of Northwest Africa."	1.5333333
7f6a25d0-af36-4f20-b622-93adbf992965	Girl stands in subway waiting on something.	A girl stands in a dimly lit area.	2.0
81342821-0c25-4a3b-907b-b10d44c104b3	goff stated that this presents a major threat to global security.	it presents a major threat to global security.	3.6
6d486106-be1c-45c6-9e13-a1eadae2365f	Brown dog running on grass.	The dog is running on grass.	4.0
54e833a1-db55-4160-84ad-e428789f6f17	A group of black people in front of a building with a moped.	A group of people are outside a decrepit building.	2.8
124d19a1-5c3f-4932-a848-8c61f552ea8d	2 Indian traders stranded in China sent back home	46 Indian nurses stranded in Iraq return home	1.8
53494a79-afd7-4fb5-939e-91c1d702aa11	Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote, while the independent Dragan Hajdukovic got 4 percent.	A pro-independence radical, Miodrag Zivkovic, of the Liberal Alliance, came in second with 31 percent of the vote.	3.0
4061b0c6-1157-46b5-b858-88536352727b	How the Dow Jones Industrial Average Did Wednesday	How the Dow Jones Industrial Average Fared on Monday	2.0
0b211a02-3cee-4ad8-817b-b4317ce7ab4f	Gillette shares rose $1.45, or 4.5 percent, to $33.95 in afternoon New York Stock Exchange trading.	Shares of Gillette closed down 45 cents at $33.70 in trading Wednesday on the New York Stock Exchange.	2.0
1bd00b1a-0c13-4567-a86e-f453109d76fb	Her body was found several weeks later in the Green River.	Aug. 15, 1982: Remains of Chapman, Hinds and Mills are found in the Green River.	2.6
a65469f9-3db5-46f9-9e52-2488275b756a	The retailer said it came to the decision after hearing the opinions of customers and associates.	"The decision came after ""listening to our customers and associates,"" Melissa Berryhill, a spokeswoman for Wal-Mart, said."	3.2
4dca5e92-9cfe-4f56-ba61-2e8102d696bc	The Dow Jones Industrial Average fell 0.7 per cent to 9,547.43 while the S&P 500 was 0.8 per cent weaker at 1,025.79.	The Dow Jones industrial average <.DJI> fell 44 points, or 0.46 percent, to 9,568.	1.5
89bf42a5-0ddd-4465-9dae-8767c02d5448	Black and white cow standing near pile of snow.	a black and white cow standing in the field.	3.2
ba0b9a28-f5a8-41dc-b874-625efe5c735e	Syria demands guarantees, rebels say peace plan doomed	Syria demands written guarantee for troop pullback	3.2
fe92f191-ed21-468c-b013-a8523ad626d5	Driver in Spanish train crash faces questions from judge	Train driver in Spain crash questioned by judge	5.0
f3c4cce4-6ba7-4c0f-ac38-90ad56c45668	Group of little girls and a dog standing on the road.	a group of people white water rafting in a blue raft.	1.4
c93193fd-dfa0-428c-b19d-fb8156a5787b	The two dogs are running on the grass.	Two dogs are playing in the grass.	4.4
1133bd7c-c324-4622-bae5-2ec8fcf34b55	Secret Service sees its 'biggest scandal' over prostitutes	Secret Service sex scandal 'regret'	2.2
e7ab2e3a-4616-4c1f-8412-e4552bd75697	Like Chris said above, stars rotate to conserve their angular momentum.	Stars are rotating, but that's not the cause for their stability.	3.4
92b2679c-fb98-424f-a999-490d970a25eb	There is no more egg cell post-fertilization.	There is no more sperm cell.	2.4
17c1f6ff-085d-45a0-8e35-357cd35b7647	A man poses in front of a large fountain with a statue on top.	Man with blue shirt standing in front of a fountain.	2.8
045f9708-9d61-4feb-bf47-2419cad3e037	Taylor's aides warn an abrupt departure could trigger more chaos, a view shared by many in Liberia and, in private, even by mediators.	His aides warn an abrupt departure could trigger more bloodshed, a view shared by many in Liberia.	3.6
f55a8ee8-1ec6-430e-80c7-9b705a1ceb24	A woman is frying something.	A woman is riding a horse.	0.6
672317b6-9f17-425b-ab75-401934716353	A man is playing the guitar and singing.	A man is playing the guitar.	2.917
67d54b8c-3bda-4799-98f8-0ff5d4d63a5e	Two men standing in grass staring at a car.	Two women sitting in chairs in a shop.	0.4
2aec65c5-5b61-4fd6-b992-165ef7a5f1a0	a boy swinging on a swing.	The girl is on a swing.	2.4
57a10a97-deca-4619-af20-9cac9488ec5a	A seated young woman in a hat is reading at a coffee shop.	a woman enjoying her reading at a coffee shop	4.4
036c05c7-a898-474f-83ff-1e14d446d0c8	"""Your withdrawal from our country is inevitable, whether it happens today or tomorrow, and tomorrow will come soon."""	"""Your withdrawal from our country is inevitable, whether it happens today or tomorrow,"" added the voice, which signed off giving the date as ""mid-September."""	3.5
5b12431a-341d-4bb4-a6c2-3f011e815ef4	many of the attacks originated abroad.	estonian officials stated that the attacks originated in russia.	1.8
8e7f5629-a30f-4bf2-b602-fb262c7492c1	Three men are drying to pull a Subaru out of a ditch along a mountain road.	Two men are waiting for a ride on the side of a dirt road.	1.4
18abeb87-81c6-46a5-9c93-083a9222fd05	Italian Prime Minister Mario Monti Resigns	'Palestinian Prime Minister Fayyad resigns'	1.4
701880a4-5fd5-4aff-9592-11c950e5ef37	The American women, who are defending champions, will play in Philadelphia on Sept. 25 and conclude group competition in Columbus on Sept. 28.	The U.S. women, who are defending champions, will play on Sept. 25 in Philadelphia and conclude group competition on Sept. 28 in Columbus, Ohio.	4.75
ca94c2a0-a55c-4c58-9958-403c37981817	A woman is picking a can.	A woman is slicing a tomato.	1.0
c08e3a08-910d-4ca3-9798-99532637ea2c	The two dogs are playing in the yard.	Two dogs are playing on the grass.	4.6
1f738f86-2021-49a6-bddc-31698dadc2e4	Some cyclists stop near a sign.	Two men stop to talk near a sign outside.	3.4
89a48465-1ef5-4487-84bc-e51fa3f321b3	Westgate mall attackers spent four months planning in Nairobi	Westgate attackers spent four months planning in Nairobi, says official	4.6
b2790655-80a4-4f43-98d8-74380a8a91a8	Black and white cow standing in grassy field.	A black and white horned cow standing in a field.	3.8
04f5857c-2a50-4df6-82a9-ce4a1cc8d2b5	The man is sitting with a little girl in the park.	The man is playing with the shaggy little dog.	0.6
c145334d-42fd-4b8d-9a84-1ceb9545ff54	But Odette is the first to form over the Caribbean Sea in December, the Center said.	It is the first named storm to develop in the Caribbean in December.	4.2
56f35739-b8d2-4f91-9172-f1b19b82de10	Sometime if you really want it you might need to pay an agency to get the place for you.	You could probably get a tour agency to do it for you but it would cost you.	2.0
2bdd7939-29ad-496c-9a6a-47403d8503eb	But we can't do it without help.	"We can't do it without you."""	3.6
3010d59d-1fb8-43d8-b25a-6b6aff305b32	China's yuan weakens to 6.2767 against USD Thursday	China yuan weakens to 6.1818 against USD Tuesday	2.0
147f69b6-71fe-44ee-af49-c1c0617f0497	A man is playing a flute.	A man is playing guitar.	2.167
3932b185-03bc-4d31-a093-1e628634c8f7	AbbVie Sours on $55B Shire Deal After Tax Changes	AbbVie cools on $55bn Shire deal after US tax changes	5.0
fe686c64-e43e-4ef0-8361-996fd624e680	On May 1, he crawled through a narrow, winding canyon, rappelled down a 60-foot cliff and walked some six miles down the canyon.	He crawled through a narrow, winding canyon, rappelled down a 60-foot cliff, and walked some six miles down the canyon near Canyonlands National Park in southeastern Utah.	3.75
de24a7d8-c5c0-4df1-b0fa-4b02398d7225	People gathered in a room.	People gathered together in a room.	5.0
2118dc29-1d70-4c04-9a4d-e82055b779dd	Orange shares jumped as much as 15 percent.	France Telecom shares dropped 3.6 percent while Orange surged 13 percent.	2.0
3b9fb3a9-89d0-411d-9293-a8c43e074a35	A man in a white shirt and hat playing a guitar.	A man in a green shirt and black hat playing a guitar on stage.	2.8
eb44fbee-d87f-41e4-b536-c9063b482961	A harnessed dog leaps over a log as another dog follows behind.	A brown and white dog is leaping over a log in a field while another dog follows behind it.	3.0
95edbb83-1d74-4242-8b0c-401d9eb0cc5d	The Cleveland Cavaliers won the right to draft James by winning the NBA's annual lottery Thursday night.	"Such was the case Thursday night when the Cleveland Cavaliers won the ""LeBron James Lottery,"" otherwise known as the NBA draft lottery."	4.0
1dc17eb1-ed56-42b8-87a4-211b4431ff8c	No, you do not NEED a bread machine.	You do not need to worry.	0.0
d7bbc1a5-1bc3-4dc2-8d01-47edc0ca1b23	A man is cutting up a potato.	A man is cutting up carrots.	2.375
22654b4a-e5a3-486a-a9a1-cd5dd152157e	If you arecomming from the non-linguistics environment, the best book is to start with Is Fromkin, Introduction to language.	This is what they recommend at Oxford as introductory textbooks to students starting a Masters' in Linguistics.	1.4
cef054af-bc75-472e-a79e-74d48a685eeb	The notification was first reported Friday by MSNBC.	MSNBC.com first reported the CIA request on Friday.	3.0
3f835d9e-ead4-49cf-996b-23ecbdb83679	A dog is driving a car.	A guy is talking into a microphone.	0.0
b2072ac8-1eb7-41fc-a6a1-273d87a0344a	A boy in black waves his arms while other people are behind him on a field.	a man in a black shirt is roller blading past a bench in the city.	0.4
35b391e3-a1db-43c0-a115-7d66a05c4c68	Ukraine: Nine people die in Kyiv clashes	Ukraine pressured over Kiev clashes	2.0
b560695c-ada4-4432-b95c-e1517e6551e3	Italian Foreign Minister confers with Ghana VP	Belgian Prime Minister sends condolences to victims	0.2
54f2e6b8-7207-4332-a13a-912bc22b7866	Queen pays tribute to Nelson Mandela	South Africa's rugby fraternity mourns Mandela	1.0
6c03525f-0b74-418f-9172-77dbba0e4dc1	Five charged with terrorism offences	Five People Charged With Terror Offences	4.8
9330a463-8852-444d-b4a2-e2555b39a1f5	Two astronomers surveying the region around Jupiter have detected 20 new moons, bringing the giant planet's total to 60.	Astronomers have clocked eight more moons orbiting Jupiter, bringing its known total to 60.	3.0
7f0ec2d0-3dc4-4881-aa36-9dcfeb8142e4	Police confirm how suspect was captured	Raid on Boston Marathon bombing suspect captured on film	2.2
afc37402-54c6-47d8-ad60-e8b4777dee6c	Investigators have meticulously looked into virtually every aspect of Campbell's personal and financial affairs, Campbell has acknowledged.	Investigators continue to probe virtually every aspect of Campbell's personal and financial affairs, the former mayor has said.	3.75
7b15ace1-ab82-4fad-909b-201f7b9cab80	An old woman is shaking hand with a man.	A man and a woman shake hands.	3.75
3d13bd09-f886-4050-8b94-ae75a68eee6f	Train in a station.	a train in a station.	5.0
5c912387-678d-4623-bd2a-949b187272e3	Russian stocks fell after the arrest last Saturday of Mikhail Khodorkovsky, chief executive of Yukos Oil, on charges of fraud and tax evasion.	The weekend arrest of Russia's richest man, Mikhail Khodorkovsky, chief executive of oil major YUKOS, on charges of fraud and tax evasion unnerved financial markets.	4.0
1bca490d-1516-44d0-98a8-e6fc46922851	I guess I pulled it out of the census's rear end in a top hat.	Does the census have an rear end in a top hat?	2.6
91467dbe-d5a7-4c83-85c0-0465a11cb30b	Obama relaxes deportation rules for young immigrants	U.S. relaxes deportation rules for young people: Napolitano	4.0
f9babeb4-bc48-450a-a12d-c4f38394964d	David Beckham to retire at end of season	David Beckham Retires From Football	4.2
288fafbb-965e-427a-bffc-46e239608927	A woman is chopping broccoli.	A woman is chopping garlic.	2.6
011d58eb-5d62-4276-b942-7c1f564479f1	China's new PM rejects US hacking claims	China Premier Li rejects 'groundless' US hacking accusations	5.0
3e5b3a8f-53a7-445a-9393-da2a28aae550	A woman rides a horse.	A woman is riding a horse.	5.0
ad95feb1-cfea-43b2-9c92-56e5d97b46d9	A monkey is brushing a bull dog.	A monkey brushes a dog.	4.2
c6af1c3b-b7f9-4636-ba4f-508704c5f2c0	The boy is riding a tricycle.	A woman is riding a water scooter.	1.25
06f0eb5f-7b1b-4378-a6fc-a31cc13ff8c0	Other changes in the plan refine his original vision, Libeskind said.	Many of the changes are improvements to the original plan, Libeskind said.	4.6
c7e4afb4-31dd-43c6-8edc-f6f7062f9169	The man used a sword to slice a plastic bottle.	A man sliced a plastic bottle with a sword.	5.0
d0a4776d-4cf8-4296-9919-7597ac045627	A buddha statue holding a candle is sitting on a table.	A man fishing on a small boat while on a lake.	0.0
bf084966-ebb9-4700-8a97-fb6d9e6a821e	Joe Kernan, who had been lieutenant governor for the past seven years, was sworn in as governor after O'Bannon died Saturday.	Kernan, who was O'Bannon's lieutenant governor, friend and political partner, was sworn in six hours after O'Bannon died Saturday.	3.75
038a6609-2e37-4771-92b0-857bb16a7aa4	US releases initial report on fracking impacts on water	Men in China detained after taking girls to hotel	0.0
e4964335-5767-499b-9fcc-4483760c5d3d	They know that the video doesn't show a gas chamber.	The bottom line is that the video clip doesn't show a gas chamber.	4.6
96b9acd1-f561-46fc-a14f-895fdd002fc8	Fire at South Korean bus terminal kills 5	S Korea bus station fire kills seven	3.2
d2c3ca1a-d9b3-45dc-adbf-9c4ce4f3e106	Scrimshaw, Supervisor, Best Minister and Ten Most Wanted are expected to complete the Belmont field.	Best Minister, Scrimshaw, and Ten Most Wanted all had workouts on Monday morning.	2.25
d23a5b61-03fe-4929-876f-f232116e91cd	Son of US evangelist kills himself The son of popular US evangelist Rick Warren has killed himself.	Son of popular US evangelist Warren kills himself	4.4
abb0a819-b570-4fd6-ac01-a5b026951ab5	Bangladesh building collapse death toll hits 362	Bangladesh building-collapse death toll climbs to 580	3.6
087e0abf-2acd-42f2-a2ad-373caf6ea7e9	do quy doan is a spokesman for the vietnamese ministry of culture and information.	grenell is spokesman for the u.s. mission to the united nations.	0.8
4d1c7c33-89a7-463d-b378-ed9d4881b69f	Gunman may have filmed school massacre	Killer may have filmed France school shooting	3.0
a6b56dbb-c443-4804-b95a-399980ba76c3	But she didn't say whether she'll certify the two-year $117.4 billion budget for 2004-05.	She said she didn't know yet whether she would certify the budget.	3.167
0d1c1d95-1b37-4886-9629-8312b0b189f2	Afghan, US govts sign deal on controversial night raid	Afghans, US sign deal on night raids	3.8
ca97e4df-3a41-464c-8949-871f8567feaa	Preserving grammaticality and preserving meaning of the sentence are two different things.	In fact, you can remove pretty much and preserve grammaticality if you don't care about preserving meaning.	3.0
7d29d311-9363-4a96-adce-017dd870be34	Tropical Storm Karen targets US Gulf Coast	Tropical Storm Karen poised to make landfall	3.8
2bd72977-1ade-4b64-a7ac-53a2aecf4b4a	Bush gets zero credit for the budget under him.	And, Obama gets zero credit for the budget under him.	1.8
e73dc6b6-3484-452a-806e-797e96acf0f8	Democracy is a threat to liberty.	Democracy has nothing to do with liberty.	1.8
788af923-004b-49c4-8e60-25793b032016	Fire destroys ancient Tibetan town in China	Fire destroys Tibetan town in China	4.4
092ac3c1-2cf6-4845-88b1-6474589668ad	The answer to both questions is: Yes.	To directly answer the two questions in your title.	0.0
3d73c7ff-27c4-4d66-804c-1e0603d0b663	Use of force in defense of person.-A	Use of force by aggressor.	1.2
d1bf004a-9437-48ce-9f7b-dfe59ddc32f5	The company said it would cut the wholesale price of most top-line CDs to $9.09 from $12.02.	The company also said it would cut wholesale prices on cassettes and change the suggested retail price to $8.98.	1.6
8091ac8f-c1fd-4757-8f61-afcced3839de	A man is singing and playing a guitar.	A man is playing a guitar.	3.6
054277a8-aeb1-4bf7-9a39-5ca62bd63dfd	A monkey is karate kicking a person.	A monkey pratices martial arts.	2.5
fda43c39-032b-47bc-98f3-6a9aeb2ba092	a black dog swimming through a river.	a black dog digging through the snow.	1.2
f9f4ccda-2b47-4be0-bf5a-c9c36659d947	US drone strike kills six in Pakistan officials	U.S. drone kills 4 militants in Pakistan	2.8
62f9e934-db35-4fbb-84d5-5fbe6e7a424a	Two dogs are peeing at a red fire hydrant.	Two dogs are urinating on the red fire hydrant.	5.0
ee5416a7-0e8c-4f3c-bbb4-7729e8ed9533	Two kids are swimming.	Six kids are going swimming.	2.8
70e11244-5735-4eee-a881-8109b42e77cd	The injured passenger at John Peter Smith Hospital died later Friday morning, Jones said.	The injured passenger at John Peter Smith died later in the morning; his name has not been released, Jones said.	3.643
3e6694ce-2016-487b-a991-9deb35727f8c	you have no remains of a missile at the pentagon.	you have no remains of an A- at the pentagon.	2.4
eaa513ad-6271-4ef4-aaea-8c75b6c148d2	A turtle is walking.	A tortoise is walking.	4.4
20862368-94bd-47ce-8b73-7647936da5f0	Let us assume the data for a globular cluster to be equivalent to that of M13.	Globular clusters occupy an interesting place in the spectrum of composite stellar systems.	1.6
d02499dc-3c8a-4e63-b8c6-d39a66221ba0	But price declines have remained below 30 percent, year over year, for the last two quarters, said IDC analyst John McArthur.	McArthur told internetnews.com price declines have moderated and remained below 30 percent from the previous year for the last two quarters.	3.75
705d2298-f44f-404b-8de0-015c14454edb	Boy lies on stomach in grass.	Small boy lying on his stomach on the grass.	4.4
9af9b001-e684-4c80-bfb6-08f7125ad99f	Iran warns Moscow nuclear talks could stall	Iranians “confess” to nuclear scientist murders	1.2
6b1570a9-6ad7-4352-bb3e-4e786d5b89c2	Soccer Ref Punched by Player Dies	Police: Utah soccer referee punched by player dies	4.2
8ccf3b5b-6c3c-4172-b516-16053dd3cdbe	Basically, the rule is that you must play the ball, and not the man, until someone catches the ball.	It is fairly simple to understand, somewhat harder to referee.	1.2
97f3f9ca-ea7c-4a4f-8265-316cdf23ccad	NATO sticks to transition roadmap in Afghanistan: Rasmussen	NATO helicopter makes hard landing in E. Afghanistan	1.0
5c8636fb-a73a-446c-bde0-57fccb2fe5d8	The BlueCore3-Multimedia includes a 16-bit stereo audio CODEC with dual ADC and DAC for stereo audio.	BlueCore3-Multimedia contains an open platform DSP co-processor and also includes a 16-bit stereo audio codec with dual ADC and DAC for stereo audio.	3.6
60be2fe0-454d-486a-8ed8-6be13ac323a0	Obama mourns death of icon Nelson Mandela	South Africans mourn, celebrate Mandela	1.8
ca220a84-1b9e-4431-9820-43807925b2c2	Philippe becomes king of Belgium	Philippe ascends throne of divided Belgium	4.0
5dd13812-ad7a-4c76-a386-a5a87eead769	How should I proceed about this?	So how should I do this?	4.0
1dc6ee84-4a94-45e4-8705-52b0b7de6ccf	A yellow school bus parked in a field.	A brown horse in a green field.	0.0
